term,id,loan_amnt,home_ownership,emp_length,annual_inc,loan_status,purpose,dti,revol_util,total_rec_late_fee,grade
 36 months,215897,10000,RENT,2,165000,Fully Paid,credit_card,0.33,0.40%,0,A
 36 months,215865,16800,RENT,3,60000,Fully Paid,major_purchase,20.06,49.40%,0,B
 36 months,215577,9000,RENT,6,36000,Fully Paid,other,7.93,75.10%,0,B
 36 months,215531,3500,RENT,6,48000,Fully Paid,debt_consolidation,13.1,50.70%,0,B
 36 months,215142,8400,MORTGAGE,1,38100,Fully Paid,medical,13.1,19.40%,0,A
 36 months,214968,9000,RENT,1,21600,Fully Paid,debt_consolidation,4.83,39%,0,A
 36 months,214572,25000,MORTGAGE,5,65000,Fully Paid,small_business,2.14,14.30%,0,A
 36 months,214388,20000,RENT,10,76000,Charged Off,debt_consolidation,7.11,95%,34.58573556,B
 36 months,214363,15000,RENT,1,47000,Fully Paid,debt_consolidation,17.95,63%,24.93000002,B
 36 months,213846,2450,MORTGAGE,1,38000,Fully Paid,other,14.84,33.80%,0,B
 36 months,213732,20000,RENT,1,48000,Charged Off,debt_consolidation,18.98,42.40%,0,B
 36 months,213551,7500,RENT,3,72000,Fully Paid,credit_card,14.65,47.10%,0,B
 36 months,213427,1200,RENT,2,30000,Fully Paid,debt_consolidation,19.76,0%,0,A
 36 months,213020,7000,RENT,8,49896,Fully Paid,debt_consolidation,10.37,9.40%,0,A
 36 months,212894,3250,OWN,4,36000,Charged Off,debt_consolidation,2.73,12.40%,0,A
 36 months,212737,8000,RENT,1,44684.66,Fully Paid,debt_consolidation,16.06,68.50%,15,B
 36 months,211860,7500,OWN,1,75000,Fully Paid,credit_card,6.06,40.40%,0,A
 36 months,211723,8000,OWN,4,72000,Charged Off,car,5.12,95.10%,0,B
 36 months,211133,500,RENT,1,19500,Fully Paid,other,3.69,90.60%,15,B
 36 months,211126,2200,RENT,6,39270,Fully Paid,other,17.2,69.50%,0,B
 36 months,210884,7000,RENT,3,36500,Fully Paid,credit_card,7.76,65.70%,0,B
 36 months,210784,10000,RENT,1,77250,Fully Paid,debt_consolidation,5.93,26.60%,0,A
 36 months,210778,3000,RENT,4,48000,Fully Paid,moving,0,0%,14.99999998,A
 36 months,210287,6000,MORTGAGE,2,110000,Fully Paid,credit_card,16.87,41.10%,0,A
 36 months,210194,3800,MORTGAGE,3,63000,Fully Paid,small_business,12.5,80.20%,0,B
 36 months,209581,16000,RENT,3,91200,Charged Off,debt_consolidation,10.13,79.80%,0,B
 36 months,209392,2000,RENT,4,35064,Fully Paid,major_purchase,18.96,30.60%,0,A
 36 months,209349,7200,MORTGAGE,10,61200,Charged Off,debt_consolidation,17,40.70%,14.99003808,A
 36 months,208827,10000,RENT,2,69600,Fully Paid,wedding,14.03,45.50%,0,A
 36 months,208594,10000,RENT,2,78504,Fully Paid,debt_consolidation,14.03,27.60%,0,B
 36 months,208191,9600,MORTGAGE,10,61200,Charged Off,home_improvement,14.06,15.50%,0,B
 36 months,207910,2225,MORTGAGE,1,120000,Charged Off,car,7.67,29.50%,0,A
 36 months,207387,10000,RENT,1,41500,Fully Paid,debt_consolidation,19.32,87.10%,47.78,B
 36 months,207148,2100,OWN,1,19800,Fully Paid,other,2.36,62%,0,A
 36 months,206839,2000,MORTGAGE,1,67992,Fully Paid,other,9.99,5.40%,0,A
 36 months,206360,7200,RENT,6,17280,Fully Paid,other,4.58,0%,0,B
 36 months,206181,3500,RENT,1,28800,Fully Paid,car,0,7.50%,0,A
 36 months,204576,11500,MORTGAGE,4,107000,Fully Paid,credit_card,8.16,50.60%,0,A
 36 months,204428,4000,RENT,6,39996,Fully Paid,debt_consolidation,9.48,28.40%,0,B
 36 months,203554,15000,MORTGAGE,8,88296,Fully Paid,debt_consolidation,13.73,35.30%,0,A
 36 months,203532,21000,MORTGAGE,1,48000,Charged Off,small_business,0.85,13.60%,0,B
 36 months,203367,25000,MORTGAGE,1,120000,Fully Paid,credit_card,18.08,86.10%,0,B
 36 months,202720,10000,RENT,1,24600,Fully Paid,debt_consolidation,9.95,21.70%,0,A
 36 months,202712,11200,RENT,1,60000,Fully Paid,debt_consolidation,14.26,89.60%,0,B
 36 months,202406,10000,RENT,6,49500,Fully Paid,other,1.21,0%,0,B
 36 months,202379,13025,MORTGAGE,1,40000,Fully Paid,debt_consolidation,17.01,56.20%,0,A
 36 months,202270,4000,RENT,1,50000,Charged Off,debt_consolidation,8.66,44.10%,0,B
 36 months,201909,20000,RENT,3,133000,Fully Paid,credit_card,13.42,92.70%,0,B
 36 months,201479,7000,MORTGAGE,1,60000,Fully Paid,other,1.72,1.10%,0,A
 36 months,201285,2000,MORTGAGE,5,24000,Fully Paid,major_purchase,18.65,14.20%,0,A
 36 months,178977,25000,MORTGAGE,4,75000,Charged Off,small_business,17.06,12.10%,0,A
 36 months,200912,9400,MORTGAGE,9,50000,Fully Paid,credit_card,17.04,97.80%,15.00000001,B
 36 months,200886,9325,RENT,1,12000,Fully Paid,educational,0,0%,0,A
 36 months,200805,5000,RENT,2,38000,Charged Off,small_business,20.72,18.30%,0,B
 36 months,200600,7500,RENT,7,96000,Fully Paid,credit_card,2.69,47.40%,0,A
 36 months,200256,12000,RENT,2,27000,Charged Off,debt_consolidation,7.16,3.20%,0,B
 36 months,199889,2000,RENT,2,18000,Fully Paid,debt_consolidation,22,37.20%,0,B
 36 months,199575,4000,MORTGAGE,10,62500,Fully Paid,home_improvement,5.82,4.80%,0,A
 36 months,199055,3000,OWN,3,120000,Fully Paid,other,8.71,1.10%,0,A
 36 months,198952,2500,MORTGAGE,10,522000,Fully Paid,other,2.45,9.40%,0,A
 36 months,198285,7850,RENT,3,26000,Fully Paid,debt_consolidation,6.14,34.20%,60.00000002,A
 36 months,197959,15000,OWN,1,40000,Fully Paid,small_business,4.05,85.90%,0,A
 36 months,197558,2675,RENT,10,40000,Fully Paid,credit_card,16.68,48.30%,0,A
 36 months,197360,6000,RENT,6,49500,Fully Paid,debt_consolidation,0,0%,0,B
 36 months,197225,12000,RENT,3,120000,Fully Paid,other,4.28,45.80%,38.15999999,A
 36 months,197019,2750,MORTGAGE,4,112000,Charged Off,other,13.46,85.50%,74.96850339,A
 36 months,196910,9000,MORTGAGE,4,112000,Charged Off,credit_card,10.36,85.50%,0,A
 36 months,196863,4350,RENT,6,22000,Fully Paid,debt_consolidation,24.71,25.50%,0,B
 36 months,196574,9500,RENT,1,58000,Fully Paid,debt_consolidation,21.93,28.70%,0,A
 36 months,196559,3000,MORTGAGE,1,60600,Fully Paid,other,1.19,4%,0,A
 36 months,196521,20000,RENT,2,73992,Fully Paid,home_improvement,13.28,9.80%,0,A
 36 months,196428,4725,RENT,1,19800,Charged Off,other,23.03,13%,74.96207377,B
 36 months,196380,11000,RENT,10,62000,Fully Paid,car,14.07,21.70%,0,A
 36 months,196148,15000,RENT,10,71000,Fully Paid,debt_consolidation,6.88,14.50%,0,A
 36 months,196027,3000,RENT,10,10000,Fully Paid,debt_consolidation,6.72,51.10%,0,A
 36 months,195655,18000,OWN,10,102000,Fully Paid,debt_consolidation,16.95,8.20%,0,A
 36 months,195618,6000,MORTGAGE,10,120000,Fully Paid,other,6.81,77.30%,0,B
 36 months,194762,15450,RENT,8,36000,Fully Paid,debt_consolidation,17.4,73.30%,0,B
 36 months,194565,12000,RENT,2,68640,Fully Paid,debt_consolidation,7.47,41.60%,0,A
 36 months,193630,4000,RENT,4,21600,Fully Paid,debt_consolidation,10.33,55.80%,0,A
 36 months,193586,9000,RENT,1,25920,Fully Paid,major_purchase,5.56,39.50%,0,B
 36 months,193452,10000,RENT,1,107000,Fully Paid,small_business,2.28,65.20%,0,A
 36 months,192616,12000,MORTGAGE,10,1.00E+05,Fully Paid,debt_consolidation,8.17,45.20%,0,A
 36 months,192311,10000,RENT,1,24960,Fully Paid,debt_consolidation,8.17,63%,0,A
 36 months,192299,16000,RENT,7,97188,Fully Paid,other,12.43,63%,26.88,B
 36 months,192239,20000,RENT,10,38556,Fully Paid,debt_consolidation,14.04,53.70%,0,B
 36 months,191730,20000,RENT,2,42500,Fully Paid,debt_consolidation,15.7,96.30%,0,B
 36 months,191006,7500,RENT,1,39975,Fully Paid,credit_card,12.1,30.80%,0,B
 36 months,190846,25000,RENT,5,75000,Charged Off,home_improvement,19.78,43.60%,0,B
 36 months,190811,2000,RENT,10,24000,Charged Off,moving,2.4,55.80%,0,A
 36 months,189379,2800,RENT,1,29376,Fully Paid,moving,3.96,5%,0,A
 36 months,188937,8000,RENT,3,54000,Fully Paid,credit_card,10.44,0%,0,A
 36 months,187671,25000,RENT,1,87000,Charged Off,small_business,5.79,75.20%,0,B
 36 months,187464,10000,RENT,1,67000,Fully Paid,debt_consolidation,3.6,26.20%,0,A
 36 months,186840,20000,RENT,6,83000,Fully Paid,credit_card,16.05,86.60%,0,B
 36 months,186652,9000,RENT,3,60000,Charged Off,debt_consolidation,4.64,34.40%,0,B
 36 months,186572,12000,MORTGAGE,6,100671.39,Fully Paid,credit_card,6.64,18.60%,0,A
 36 months,186499,1000,MORTGAGE,1,120000,Fully Paid,other,0.65,3.80%,0,A
 36 months,185684,22350,OWN,1,135000,Charged Off,home_improvement,3.66,52.30%,0,B
 36 months,185352,6000,RENT,1,18000,Fully Paid,debt_consolidation,2.87,29.30%,0,A
 36 months,184908,1000,RENT,1,5000,Fully Paid,debt_consolidation,18,26%,15,A
 36 months,184562,10000,MORTGAGE,1,36500,Charged Off,moving,19.46,6.60%,0,A
 36 months,184296,25000,RENT,1,1.00E+05,Charged Off,small_business,1.57,0.10%,0,A
 36 months,183936,5800,RENT,1,41300,Fully Paid,home_improvement,2.32,6.60%,0,A
 36 months,183801,15450,RENT,3,111000,Fully Paid,credit_card,10.86,93.60%,0,B
 36 months,182845,25000,RENT,2,48000,Fully Paid,debt_consolidation,9.78,12.70%,0,A
 36 months,182589,8800,OWN,1,25000,Fully Paid,debt_consolidation,0,0%,15,A
 36 months,182554,4000,RENT,1,50952,Fully Paid,other,9.14,92.60%,0,B
 36 months,182089,21000,MORTGAGE,2,54099,Fully Paid,debt_consolidation,3.77,39.50%,0,A
 36 months,181701,5000,RENT,6,25480,Fully Paid,debt_consolidation,18.65,72.30%,0,B
 36 months,181590,12000,RENT,1,105000,Fully Paid,wedding,18.25,53.80%,0,B
 36 months,181036,18000,RENT,1,60000,Fully Paid,educational,9.96,47.50%,0,A
 36 months,180712,22550,MORTGAGE,4,34992,Fully Paid,debt_consolidation,20.82,48.90%,0,B
 36 months,180675,25000,MORTGAGE,10,73000,Charged Off,debt_consolidation,22.13,4.50%,0,B
 36 months,180614,24625,MORTGAGE,8,120000,Fully Paid,credit_card,12.81,91.30%,0,B
 36 months,180535,3500,MORTGAGE,1,48000,Fully Paid,other,17.65,55.40%,0,B
 36 months,180005,4000,RENT,2,24000,Fully Paid,other,6,12.10%,0,A
 36 months,179897,25000,MORTGAGE,10,78862,Fully Paid,small_business,7.99,21.80%,0,B
 36 months,179020,9325,RENT,10,70522.26,Fully Paid,debt_consolidation,18.96,43.20%,0,B
 36 months,178239,7000,RENT,4,50400,Fully Paid,debt_consolidation,17.02,94.60%,0,B
 36 months,178236,12000,RENT,1,24000,Fully Paid,debt_consolidation,14.5,43.90%,19.97999999,B
 36 months,178157,14400,RENT,1,36120,Charged Off,debt_consolidation,8.47,93.50%,0,B
 36 months,177913,15000,MORTGAGE,1,19500,Fully Paid,major_purchase,21.23,48%,0,A
 36 months,177259,17950,RENT,3,75000,Fully Paid,credit_card,10.34,90.70%,0,B
 36 months,177075,15000,RENT,2,77000,Fully Paid,major_purchase,7.96,0%,0,A
 36 months,176995,25000,MORTGAGE,1,80000,Charged Off,small_business,20.79,61.50%,0,B
 36 months,176942,16500,RENT,1,62000,Fully Paid,debt_consolidation,19.22,69.50%,0,B
 36 months,176610,2975,RENT,1,25000,Fully Paid,debt_consolidation,14.16,33.70%,0,A
 36 months,176206,3000,RENT,4,36600,Fully Paid,other,2.69,33.20%,0,A
 36 months,176062,2800,MORTGAGE,7,45000,Charged Off,wedding,19.19,44%,0,B
 36 months,175582,10000,RENT,2,58800,Fully Paid,debt_consolidation,7.51,80.60%,0,B
 36 months,175193,7500,RENT,1,19440,Fully Paid,other,10.37,43.70%,0,A
 36 months,175147,2400,RENT,7,47000,Fully Paid,other,24.08,75.80%,0,B
 36 months,175056,20000,MORTGAGE,1,108000,Fully Paid,debt_consolidation,11.96,97.70%,0,B
 36 months,174377,4800,MORTGAGE,6,60000,Fully Paid,home_improvement,12.94,9.90%,0,A
 36 months,173981,3200,RENT,10,75000,Fully Paid,credit_card,9.7,45.30%,0,B
 36 months,173029,9600,RENT,4,60000,Charged Off,debt_consolidation,19.28,91.70%,0,B
 36 months,172802,5000,RENT,10,48000,Fully Paid,major_purchase,0.38,7.30%,0,A
 36 months,172644,12000,MORTGAGE,2,97000,Fully Paid,home_improvement,5.58,30%,0,B
 36 months,171298,7000,RENT,1,43000,Fully Paid,small_business,1.65,9.50%,0,A
 36 months,171220,20000,MORTGAGE,1,96000,Charged Off,small_business,17.81,0%,32.99506554,B
 36 months,170929,9000,MORTGAGE,9,52000,Fully Paid,credit_card,4.98,72.60%,0,B
 36 months,170528,12000,MORTGAGE,1,30000,Fully Paid,debt_consolidation,19.84,71.90%,0,B
 36 months,170488,5000,MORTGAGE,2,24000,Fully Paid,other,6.15,25.30%,0,A
 36 months,169793,16000,OWN,1,86400,Charged Off,major_purchase,15.1,4.80%,0,B
 36 months,169525,9000,RENT,8,38000,Fully Paid,wedding,3.38,55.10%,30.00000001,A
 36 months,169453,18500,RENT,3,36000,Fully Paid,small_business,4.67,0.20%,0,B
 36 months,169354,5400,OWN,1,42000,Fully Paid,credit_card,16.09,61.20%,0,A
 36 months,169254,17000,MORTGAGE,1,55900,Fully Paid,debt_consolidation,11.51,48.10%,0,A
 36 months,169044,18500,MORTGAGE,2,52000,Fully Paid,credit_card,17.56,43%,30.24,B
 36 months,168222,25000,RENT,2,52000,Fully Paid,small_business,9.74,60.50%,0,B
 36 months,168190,3975,RENT,10,27000,Charged Off,debt_consolidation,23.2,39.20%,14.98526634,B
 36 months,168100,18000,MORTGAGE,3,110244,Fully Paid,debt_consolidation,18.3,81.40%,0,B
 36 months,167846,11300,RENT,8,33600,Fully Paid,debt_consolidation,23.96,49%,0,B
 36 months,167645,10000,RENT,3,24000,Fully Paid,debt_consolidation,19.45,40%,0,A
 36 months,167584,10000,RENT,1,72500,Charged Off,other,10.28,98.60%,0,A
 36 months,167205,15000,RENT,1,50000,Fully Paid,debt_consolidation,11.88,33.70%,0,B
 36 months,167189,4900,RENT,10,44000,Charged Off,other,15.3,23.80%,0,B
 36 months,166747,5000,OWN,6,40000,Charged Off,debt_consolidation,7.02,75.80%,44.99300808,B
 36 months,166683,6500,OWN,10,48000,Fully Paid,debt_consolidation,13.53,8.90%,0,A
 36 months,166546,3000,RENT,10,72000,Fully Paid,major_purchase,11.18,29.60%,0,A
 36 months,166534,16000,RENT,4,44400,Charged Off,debt_consolidation,12.16,57.70%,0,B
 36 months,166437,9600,RENT,1,42500,Fully Paid,wedding,14.6,4.20%,0,B
 36 months,164792,17600,RENT,1,153000,Fully Paid,medical,0.12,5%,0,A
 36 months,164741,16000,RENT,1,2.00E+05,Fully Paid,credit_card,10.7,73.70%,0,B
 36 months,164346,500,RENT,1,18000,Fully Paid,other,4.27,0%,0,A
 36 months,163758,3000,MORTGAGE,10,32904,Fully Paid,other,22.79,85.30%,0,B
 36 months,163627,4000,RENT,3,62000,Fully Paid,credit_card,17.81,68.50%,0,B
 36 months,161187,12950,MORTGAGE,1,92000,Fully Paid,small_business,6.48,23.80%,0,A
 36 months,159713,900,RENT,3,12000,Charged Off,educational,16.7,65.60%,0,B
 36 months,159665,5750,RENT,1,95000,Fully Paid,debt_consolidation,1.2,0.30%,0,A
 36 months,159468,12000,MORTGAGE,2,150000,Fully Paid,debt_consolidation,20.48,51.60%,0,B
 36 months,158706,12375,RENT,2,80000,Fully Paid,debt_consolidation,9.23,96.50%,0,B
 36 months,158289,9000,RENT,1,80000,Fully Paid,credit_card,17.17,82.30%,0,B
 36 months,157768,4000,RENT,1,44000,Fully Paid,credit_card,18.71,12.60%,0,A
 36 months,157169,25000,MORTGAGE,10,616000,Charged Off,small_business,3.83,6.60%,0,A
 36 months,156868,24750,RENT,4,60000,Fully Paid,debt_consolidation,0.82,6.80%,0,A
 36 months,156417,6000,MORTGAGE,10,68686,Fully Paid,debt_consolidation,6.11,5.60%,0,A
 36 months,156021,6400,RENT,5,95000,Fully Paid,educational,1.83,23.20%,0,B
 36 months,155780,4800,RENT,2,20000,Fully Paid,credit_card,10.26,30.40%,0,A
 36 months,154776,6800,RENT,10,51000,Charged Off,debt_consolidation,18.68,87.90%,0,B
 36 months,154305,3600,RENT,1,30000,Fully Paid,other,7.88,71.70%,0,B
 36 months,154286,15000,RENT,1,88000,Fully Paid,credit_card,11.95,94.70%,0,B
 36 months,154154,4800,RENT,1,35000,Fully Paid,debt_consolidation,7.51,68.70%,0,B
 36 months,154141,5000,MORTGAGE,7,52000,Fully Paid,educational,9.55,7.30%,0,A
 36 months,153434,12000,RENT,1,35000,Fully Paid,debt_consolidation,15.74,54.50%,39.23999999,B
 36 months,153235,18000,RENT,2,27000,Fully Paid,medical,10.8,75.50%,0,B
 36 months,153054,5875,MORTGAGE,7,66000,Fully Paid,credit_card,19.82,89.50%,0,B
 36 months,153022,3000,MORTGAGE,5,93000,Fully Paid,home_improvement,0,1.20%,0,A
 36 months,152663,3000,RENT,2,62000,Fully Paid,wedding,11.98,83.20%,0,A
 36 months,152291,4800,RENT,1,21000,Fully Paid,wedding,6.34,25.50%,0,A
 36 months,151621,18000,MORTGAGE,10,41000,Fully Paid,educational,15.37,18.50%,0,A
 36 months,151607,1500,RENT,1,25000,Fully Paid,other,3.84,61.90%,0,B
 36 months,151587,19950,MORTGAGE,10,116000,Fully Paid,credit_card,13.07,82.90%,0,A
 36 months,150940,7000,MORTGAGE,3,63500,Fully Paid,debt_consolidation,8.5,79%,0,B
 36 months,149754,4000,RENT,1,14400,Fully Paid,other,8.92,61.30%,0,B
 36 months,149575,10000,RENT,1,30000,Fully Paid,educational,4.2,19%,0,A
 36 months,127504,10000,MORTGAGE,6,150000,Fully Paid,home_improvement,5.84,3.70%,0,A
 36 months,127719,10000,MORTGAGE,3,85000,Fully Paid,home_improvement,3.11,3.70%,0,A
 36 months,148473,10000,MORTGAGE,1,275000,Charged Off,home_improvement,2.97,80.20%,47.68952632,A
 36 months,146844,15450,RENT,7,120000,Charged Off,debt_consolidation,16.97,44.50%,20.21764038,B
 36 months,146671,25000,MORTGAGE,1,78000,Fully Paid,home_improvement,0.8,22.10%,0,A
 36 months,146641,8000,RENT,2,52000,Fully Paid,debt_consolidation,11.31,74.30%,0,B
 36 months,146564,8275,MORTGAGE,4,109000,Charged Off,other,24.01,71.20%,14.99593584,B
 36 months,142734,25000,MORTGAGE,10,57000,Fully Paid,small_business,8.93,0.50%,0,A
 36 months,144635,25000,MORTGAGE,2,75000,Charged Off,debt_consolidation,24.85,74.70%,0,B
 36 months,144579,9850,RENT,2,70000,Fully Paid,other,9.09,4.50%,0,A
 36 months,143566,12375,MORTGAGE,3,46713,Fully Paid,small_business,16.39,39.90%,0,B
 36 months,143128,8000,RENT,1,50000,Fully Paid,debt_consolidation,8.04,4.50%,0,B
 36 months,143102,3000,RENT,1,38000,Fully Paid,other,19.93,96.50%,0,B
 36 months,142790,4925,MORTGAGE,10,84000,Fully Paid,debt_consolidation,4.84,50.10%,0,A
 36 months,142618,4800,RENT,1,25000,Fully Paid,debt_consolidation,18.19,81.80%,0,B
 36 months,142608,5000,RENT,1,15000,Fully Paid,other,24.4,0%,105,B
 36 months,142281,7000,RENT,2,55400,Fully Paid,debt_consolidation,10.05,33.80%,0,B
 36 months,141774,20000,MORTGAGE,8,85000,Charged Off,debt_consolidation,16.87,54.30%,0,B
 36 months,141676,6225,RENT,1,45000,Fully Paid,credit_card,17.76,23.20%,0,B
 36 months,141041,5275,MORTGAGE,1,70000,Fully Paid,other,17.57,38%,0,A
 36 months,140900,8275,MORTGAGE,9,49000,Fully Paid,other,9.89,17.10%,0,A
 36 months,140687,2825,MORTGAGE,3,70000,Fully Paid,small_business,18,10%,0,A
 36 months,140561,2225,RENT,2,60000,Charged Off,moving,8.14,62%,0,B
 36 months,140452,3000,OWN,1,18000,Fully Paid,educational,15.4,40.40%,44.99999994,A
 36 months,140036,4000,RENT,1,35000,Charged Off,other,5.83,3%,0,A
 36 months,139980,12000,MORTGAGE,1,39000,Charged Off,other,11.78,33.40%,29.97072527,B
 36 months,139968,10000,RENT,2,36400,Fully Paid,debt_consolidation,18.92,50.40%,0,B
 36 months,139790,3000,RENT,1,29120,Charged Off,educational,12.77,51.50%,0,B
 36 months,139657,1200,OWN,1,32000,Fully Paid,credit_card,1.13,76.60%,0,A
 36 months,139057,5500,RENT,6,54000,Fully Paid,debt_consolidation,6.29,68.90%,0,A
 36 months,138568,3275,MORTGAGE,1,62000,Fully Paid,other,3.83,41.90%,0,A
 36 months,138557,8275,MORTGAGE,10,120000,Fully Paid,other,12.16,29.90%,0,A
 36 months,137965,8000,RENT,1,105000,Fully Paid,credit_card,9.71,44.70%,0,A
 36 months,137271,2100,RENT,1,12500,Charged Off,debt_consolidation,14.4,91.60%,0,B
 36 months,137106,4275,OWN,1,31000,Fully Paid,other,24.81,24.60%,0,B
 36 months,137042,25000,MORTGAGE,2,480000,Fully Paid,small_business,2.4,60.40%,0,B
 36 months,136634,8500,MORTGAGE,8,85000,Fully Paid,small_business,6.38,12%,0,B
 36 months,136491,5000,RENT,1,10000,Charged Off,small_business,0,54.70%,0,B
 36 months,136316,3025,RENT,1,90000,Fully Paid,wedding,9.13,97.80%,0,B
 36 months,136226,4300,RENT,1,36000,Fully Paid,debt_consolidation,9.87,44%,0,B
 36 months,135594,5275,MORTGAGE,1,55000,Fully Paid,other,12,19.20%,0,A
 36 months,130986,2100,RENT,1,110000,Fully Paid,debt_consolidation,0.22,0.30%,0,A
 36 months,135201,10000,MORTGAGE,8,30000,Fully Paid,other,20.4,0%,0,B
 36 months,134436,2525,MORTGAGE,1,40000,Fully Paid,home_improvement,20.67,30.50%,0,B
 36 months,133685,6625,RENT,3,57100,Fully Paid,debt_consolidation,13.77,95.70%,0,B
 36 months,133301,4650,MORTGAGE,10,45600,Charged Off,other,3.26,35%,0,B
 36 months,132946,5275,MORTGAGE,9,85000,Fully Paid,other,2.64,16%,0,A
 36 months,132892,9000,MORTGAGE,8,39000,Charged Off,debt_consolidation,5.08,62.90%,0,B
 36 months,132172,6000,MORTGAGE,1,87300,Fully Paid,credit_card,10.6,63.90%,0,B
 36 months,132062,7200,RENT,3,57000,Fully Paid,debt_consolidation,20.76,69.10%,0,B
 36 months,131782,7725,RENT,1,62200,Charged Off,debt_consolidation,9.8,81%,0,B
 36 months,131649,6625,RENT,3,50000,Fully Paid,small_business,18.38,2.40%,0,B
 36 months,131618,9000,RENT,1,32400,Fully Paid,credit_card,22.15,45.80%,0,B
 36 months,131387,6000,RENT,2,19000,Fully Paid,educational,8.15,86.10%,0,B
 36 months,126776,9500,OWN,2,90000,Fully Paid,other,2.44,9.60%,0,A
 36 months,131223,20000,RENT,6,92000,Fully Paid,small_business,1.53,56.40%,0,B
 36 months,130907,3775,MORTGAGE,7,120000,Fully Paid,other,0,0%,0,A
 36 months,130735,10250,RENT,4,72000,Fully Paid,debt_consolidation,17.83,6.50%,0,B
 36 months,130512,7250,MORTGAGE,5,57000,Fully Paid,credit_card,7.22,77.30%,0,B
 36 months,129745,10000,RENT,3,120000,Fully Paid,debt_consolidation,14.4,77.50%,0,B
 36 months,128881,7000,RENT,1,23000,Fully Paid,other,5.01,81.90%,30,B
 36 months,128635,6500,OWN,1,45000,Fully Paid,debt_consolidation,5.87,42.20%,59.99999996,B
 36 months,127830,8000,MORTGAGE,9,70000,Charged Off,credit_card,10.2,39.50%,0,B
 36 months,127531,17000,RENT,10,75000,Fully Paid,debt_consolidation,9.55,16.60%,0,A
